Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt
15586.65,3,6,207.81
15586.65,3,6,207.81
15586.65,3,8,207.81
15586.65,3,10,207.81
15586.65,3,8,207.81
15586.65,3,8,207.81
61807.41,4,15,668.14
61807.41,4,15,668.14
61807.41,4,15,668.14
61807.41,4,13,668.14
61807.41,4,0,668.14
61807.41,4,12,668.14
61807.41,4,15,668.14
16200.25,3,2,560.52
16200.25,3,1,560.52
16200.25,3,0,560.52
16200.25,3,1,560.52
16200.25,3,1,560.52
43924.04,2,5,780.26
43924.04,2,5,780.26
43924.04,2,5,780.26
19494190.0,2,5,780.26
43924.04,2,6,780.26
43924.04,2,5,780.26
35618.39,7,16,1320.37
35618.39,7,19,1320.37
35618.39,7,0,1320.37
125905.84,1,9,1416.79
125905.84,1,8,1416.79
125905.84,1,8,1416.79
125905.84,1,11,1416.79
125905.84,1,8,1416.79
125905.84,1,0,1416.79
125905.84,1,0,1416.79
119242.68,1,10,746.75
119242.68,1,10,746.75
119242.68,1,10,746.75
119242.68,1,10,746.75
119242.68,1,11,746.75
29175.03,0,4,1435.39
29175.03,0,0,1435.39
29175.03,0,7,1435.39
29175.03,0,6,1435.39
29175.03,0,10,1435.39
29175.03,0,7,1435.39
78810.64,2,17,54.46
78810.64,2,15,54.46
78810.64,2,19,54.46
78810.64,2,0,54.46
78810.64,2,20,54.46
21537.99,0,8,599.23
21537.99,0,9,599.23
21537.99,0,8,599.23
21537.99,0,8,599.23
21537.99,0,9,599.23
56451.8,7,17,1210.96
56451.8,7,14,1210.96
56451.8,7,16,1210.96
19886.07,2,11,1108.32
19886.07,2,11,1108.32
19886.07,2,11,1108.32
19886.07,2,13,1108.32
19886.07,2,11,1108.32
19886.07,2,11,1108.32
41848.26,1,17,616.98
41848.26,1,17,616.98
41848.26,1,17,616.98
41848.26,1,17,616.98
41848.26,1,17,616.98
36920.36,0,2,881.0
36920.36,0,3,881.0
36920.36,0,4,881.0
36920.36,0,1,881.0
100192.32,4,8,1221.55
100192.32,4,8,1221.55
100192.32,4,10,1221.55
100192.32,4,9,1221.55
31877.72,1,16,886.59
31877.72,1,13,886.59
31877.72,1,10,886.59
31877.72,1,0,886.59
31877.72,1,13,886.59
31877.72,1,0,886.59
42756.72,3,4,884.86
42756.72,3,1,884.86
42756.72,3,1,884.86
42756.72,3,1,884.86
42756.72,3,0,884.86
42756.72,3,1,884.86
24293.22,3,20,62.26
24293.22,3,0,62.26
24293.22,3,18,62.26
24293.22,3,18,62.26
24293.22,3,15,62.26
24293.22,3,16,62.26
20961.365,2,10,103.28
20961.365,2,10,103.28
20961.365,2,13,103.28
20961.365,2,7,103.28
20961.365,2,13,103.28
20961.365,2,10,103.28
20961.365,2,11,103.28
27947.05,7,18,172.39
27947.05,7,19,172.39
7840796.0,7,16,172.39
27947.05,7,0,172.39
27947.05,7,16,172.39
98983.17,3,19,296.58
98983.17,3,22,296.58
81566.25,3,12,231.16
81566.25,3,0,231.16
81566.25,3,11,231.16
81566.25,3,12,231.16
81566.25,3,11,231.16
36029.25,3,11,917.17
36029.25,3,11,917.17
36029.25,3,11,917.17
36029.25,3,11,917.17
18014.97,1,18,360.96
18014.97,1,16,360.96
18014.97,1,19,360.96
18014.97,1,18,360.96
18014.97,1,0,360.96
83378.2,0,5,401.7
83378.2,0,10,401.7
33212.27,6,17,45.65
35207.73,2,8,871.67
35207.73,2,11,871.67
35207.73,2,8,871.67
35207.73,2,8,871.67
35207.73,2,8,871.67
35207.73,2,8,871.67
34636.64,4,9,644.87
37777.92,5,20,1336.0
37777.92,5,20,1336.0
37777.92,5,20,1336.0
37777.92,5,20,1336.0
37777.92,5,20,1336.0
27292.5,4,17,1434.18
27292.5,4,15,1434.18
27292.5,4,17,1434.18
27292.5,4,15,1434.18
27292.5,4,19,1434.18
27292.5,4,16,1434.18
84373.31999999999,2,3,1390.19
84373.31999999999,2,2,1390.19
84373.31999999999,2,0,1390.19
84373.31999999999,2,0,1390.19
59999.02,2,12,543.44
59999.02,2,9,543.44
28253.33,4,9,1104.91
28253.33,4,9,1104.91
28253.33,4,12,1104.91
147327.8,1,19,738.15
147327.8,1,0,738.15
147327.8,1,19,738.15
147327.8,1,20,738.15
147327.8,1,18,738.15
13180.99,4,15,1437.02
13180.99,4,15,1437.02
13180.99,4,15,1437.02
31253.18,3,10,342.3
31253.18,3,10,342.3
18458.05,3,12,705.4
18458.05,3,15,705.4
18458.05,3,9,705.4
22385.16,1,4239,234.62
22385.16,1,0,234.62
96815.91,0,6,1257.64
96815.91,0,6,1257.64
96815.91,0,0,1257.64
96815.91,0,4,1257.64
96815.91,0,6,1257.64
96815.91,0,0,1257.64
96815.91,0,6,1257.64
37085.98,6,14,1224.04
37085.98,6,12,1224.04
37085.98,6,14,1224.04
37085.98,6,16,1224.04
131737.72,0,9,1299.86
131737.72,0,11,1299.86
131737.72,0,9,1299.86
131737.72,0,9,1299.86
63407.82,4,4,768.25
63407.82,4,4,768.25
63407.82,4,2,768.25
17919.005,0,4,69.03
17919.005,0,4,69.03
17919.005,0,4,69.03
38253.64,3,0,843.89
38253.64,3,0,843.89
23692.52,0,13,915.87
23692.52,0,15,915.87
23692.52,0,0,915.87
23692.52,0,13,915.87
23692.52,0,13,915.87
9648.82,6,19,1067.95
9648.82,6,16,1067.95
9648.82,6,18,1067.95
9648.82,6,16,1067.95
9648.82,6,16,1067.95
39020.72,1,17,1213.43
39130.84,4,2,218.9
39130.84,4,1,218.9
39130.84,4,2,218.9
39130.84,4,2,218.9
39130.84,4,4,218.9
39130.84,4,2,218.9
41797.94,3,1,1253.67
41797.94,3,1,1253.67
41797.94,3,1,1253.67
41797.94,3,1,1253.67
112308.38999999998,2,6,666.31
112308.38999999998,2,6,666.31
112308.38999999998,2,6,666.31
112308.38999999998,2,6,666.31
112308.38999999998,2,6,666.31
35820.62,4,10,731.26
35820.62,4,13,731.26
35820.62,4,7,731.26
35820.62,4,0,731.26
35820.62,4,7,731.26
35846.52,3,0,332.22
35846.52,3,19,332.22
35846.52,3,19,332.22
35846.52,3,22,332.22
35846.52,3,19,332.22
20981.46,4,0,793.39
20981.46,4,7,793.39
20981.46,4,9,793.39
20981.46,4,7,793.39
20981.46,4,9,793.39
84687.48,2,5,320.83
84687.48,2,5,320.83
29101.85,0,9,1465.87
29101.85,0,9,1465.87
29101.85,0,11,1465.87
29101.85,0,9,1465.87
29101.85,0,9,1465.87
29101.85,0,9,1465.87
37360.94,5,12,1271.23
37360.94,5,10,1271.23
37360.94,5,12,1271.23
37360.94,5,12,1271.23
37360.94,5,12,1271.23
37360.94,5,12,1271.23
19280.89,6,0,884.87
19280.89,6,8,884.87
19280.89,6,8,884.87
19280.89,6,8,884.87
19936.4,0,15,1342.68
19936.4,0,17,1342.68
19936.4,0,674,1342.68
19936.4,0,17,1342.68
19936.4,0,19,1342.68
127706.55,0,5,790.87
127706.55,0,8,790.87
127706.55,0,2,790.87
34243.28,7,23,1405.24
34243.28,7,23,1405.24
34243.28,7,23,1405.24
34243.28,7,23,1405.24
34243.28,7,23,1405.24
41293.1,2,20,1416.43
41293.1,2,20,1416.43
53543.38,4,8,112.36
53543.38,4,0,112.36
53543.38,4,8,112.36
53543.38,4,5,112.36
53543.38,4,0,112.36
39242.1,0,3,772.08
39242.1,0,8,772.08
39242.1,0,6,772.08
39242.1,0,6,772.08
39242.1,0,4,772.08
39242.1,0,0,772.08
36217.7,0,16,793.26
36217.7,0,13,793.26
34798.03,1,10,1214.29
34798.03,1,11,1214.29
34798.03,1,0,1214.29
34798.03,1,13,1214.29
34798.03,1,10,1214.29
35824.65,3,19,754.02
35824.65,3,0,754.02
35824.65,3,19,754.02
35824.65,3,18,754.02
35824.65,3,19,754.02
35349.2,3,11,551.36
35349.2,3,11,551.36
35349.2,3,8,551.36
35349.2,3,11,551.36
35349.2,3,11,551.36
86274.99,3,0,138.25
86274.99,3,10,138.25
86274.99,3,10,138.25
86274.99,3,10,138.25
86274.99,3,12,138.25
32446.8,1,8,395.19
32446.8,1,8,395.19
32446.8,1,11,395.19
32446.8,1,8,395.19
32446.8,1,8,395.19
32446.8,1,11,395.19
38155.64,1,1,129.15
38155.64,1,0,129.15
38155.64,1,2,129.15
38155.64,1,1,129.15
38155.64,1,4,129.15
38155.64,1,1,129.15
38155.64,1,1,129.15
47370.64,1,23,1397.52
47370.64,1,20,1397.52
47370.64,1,20,1397.52
47370.64,1,20,1397.52
47370.64,1,20,1397.52
72363.72,3,0,364.45
72363.72,3,0,364.45
72363.72,3,0,364.45
72363.72,3,0,364.45
72363.72,3,0,364.45
132552.16,1,6,789.03
132552.16,1,5,789.03
165799.4,1,9,486.54
165799.4,1,9,486.54
165799.4,1,1295,486.54
165799.4,1,9,486.54
83491.35,0,9,1057.71
83491.35,0,12,1057.71
83491.35,0,12,1057.71
83491.35,0,9,1057.71
83491.35,0,9,1057.71
77326.84,1,0,469.43
77326.84,1,0,469.43
67551.56999999999,4,17,268.08
67551.56999999999,4,17,268.08
22020.37,3,12,1343.64
22020.37,3,9,1343.64
22020.37,3,0,1343.64
22020.37,3,0,1343.64
33662.51,3,18,1448.3
33662.51,3,18,1448.3
33662.51,3,18,1448.3
33662.51,3,18,1448.3
33662.51,3,0,1448.3
33662.51,3,15,1448.3
21419.85,2,0,307.94
21419.85,2,0,307.94
21419.85,2,3,307.94
21419.85,2,1,307.94
33535.89,1,2,970.22
33535.89,1,2,970.22
33535.89,1,0,970.22
33535.89,1,0,970.22
33535.89,1,0,970.22
33535.89,1,2,970.22
37045.6,1,3722,1411.95
37045.6,1,2,1411.95
37045.6,1,5,1411.95
37045.6,1,2,1411.95
37045.6,1,2,1411.95
37045.6,1,1,1411.95
40848.13,2,2,931.9
40848.13,2,2,931.9
40848.13,2,2,931.9
40848.13,2,0,931.9
40848.13,2,2,931.9
87795.78,0,10,448.95
87795.78,0,8,448.95
87795.78,0,7,448.95
87795.78,0,10,448.95
87795.78,0,11,448.95
11244.63,4,15,94.17
11244.63,4,15,94.17
11244.63,4,0,94.17
38831.83,2,1,807.04
38831.83,2,1,807.04
38831.83,2,1,807.04
38831.83,2,1,807.04
11330.965,1,20,1154.16
11330.965,1,0,1154.16
11330.965,1,20,1154.16
11330.965,1,20,1154.16
11330.965,1,20,1154.16
12029909.0,7,15,738.06
20760.75,7,15,738.06
20760.75,7,17,738.06
20760.75,7,15,738.06
18444.925,0,0,1219.01
18444.925,0,2,1219.01
18444.925,0,2,1219.01
18444.925,0,2,1219.01
18444.925,0,2,1219.01
18444.925,0,2,1219.01
18444.925,0,2,1219.01
85515.94,3,2,163.56
85515.94,3,1,163.56
85515.94,3,1,163.56
29823.91,1,3,1268.94
29823.91,1,0,1268.94
29823.91,1,3,1268.94
29823.91,1,1,1268.94
29823.91,1,1,1268.94
60593.8,2,12,798.77
60593.8,2,8,798.77
60593.8,2,11,798.77
60593.8,2,11,798.77
60593.8,2,4295,798.77
36589.09,0,11,83.53
36589.09,0,10,83.53
36589.09,0,14,83.53
18037.47,4,2,173.84
18037.47,4,3,173.84
18037.47,4,2,173.84
18037.47,4,3,173.84
18037.47,4,5,173.84
68471.16,3,0,403.31
68471.16,3,19,403.31
68471.16,3,19,403.31
68471.16,3,0,403.31
68471.16,3,19,403.31
59555.68,2,9,1384.55
59555.68,2,8,1384.55
59555.68,2,6,1384.55
59555.68,2,8,1384.55
112671.27,0,6,1221.91
112671.27,0,6,1221.91
112671.27,0,7,1221.91
112671.27,0,0,1221.91
112671.27,0,6,1221.91
99100.29,1,13,696.74
99100.29,1,13,696.74
99100.29,1,13,696.74
99100.29,1,12,696.74
99100.29,1,13,696.74
99100.29,1,13,696.74
99100.29,1,10,696.74
14698.595,7,8,469.46
14698.595,7,11,469.46
14698.595,7,0,469.46
14698.595,7,8,469.46
43426.9,4,9,0.95
43426.9,4,9,0.95
43426.9,4,9,0.95
43426.9,4,9,0.95
43426.9,4,7,0.95
147583.4,0,13,194.4
147583.4,0,16,194.4
147583.4,0,19,194.4
147583.4,0,16,194.4
147583.4,0,18,194.4
61085.5,3,12,293.01
61085.5,3,12,293.01
61085.5,3,12,293.01
61085.5,3,9,293.01
61085.5,3,12,293.01
61085.5,3,0,293.01
80511.84,0,20,1048.69
80511.84,0,20,1048.69
80511.84,0,20,1048.69
80511.84,0,19,1048.69
33071.56,6,14,1021.88
33071.56,6,12,1021.88
32089.33,4,20,435.89
32089.33,4,20,435.89
32089.33,4,17,435.89
68088.15,1,18,1429.03
68088.15,1,18,1429.03
68088.15,1,18,1429.03
68088.15,1,18,1429.03
68088.15,1,21,1429.03
107304.42,0,10,1171.11
107304.42,0,10,1171.11
41911.84,1,15,332.23
41911.84,1,15,332.23
41911.84,1,16,332.23
41911.84,1,14,332.23
38533.76,0,9,431.41
38533.76,0,9,431.41
38533.76,0,9,431.41
38533.76,0,8,431.41
56570.22,3,23,806.5
56570.22,3,17,806.5
31019.6,4,20,727.64
31019.6,4,19,727.64
31019.6,4,0,727.64
31019.6,4,20,727.64
31019.6,4,0,727.64
63433.7,2,10,347.01
63433.7,2,10,347.01
63433.7,2,10,347.01
63433.7,2,12,347.01
63433.7,2,8,347.01
63433.7,2,10,347.01
139391.8,3,5,611.96
139391.8,3,5,611.96
139391.8,3,8,611.96
139391.8,3,8,611.96
139391.8,3,5,611.96
68790.22,3,10,399.79
68790.22,3,10,399.79
68790.22,3,10,399.79
68790.22,3,10,399.79
21733.845,3,3,47.23
116794.11000000002,0,13,226.98
116794.11000000002,0,11,226.98
116794.11000000002,0,11,226.98
116794.11000000002,0,11,226.98
17452.155,4,22,420.61
17452.155,4,23,420.61
17452.155,4,0,420.61
17452.155,4,20,420.61
17452.155,4,18,420.61
75655.48,3,9,1174.52
75655.48,3,7,1174.52
75655.48,3,9,1174.52
75655.48,3,9,1174.52
100666.59,4,14,1233.25
100666.59,4,14,1233.25
100666.59,4,15,1233.25
100666.59,4,0,1233.25
100666.59,4,14,1233.25
42079.65,2,15,1460.57
42079.65,2,13,1460.57
42079.65,2,14,1460.57
42079.65,2,14,1460.57
17737.6,0,2,1420.93
17737.6,0,0,1420.93
17737.6,0,0,1420.93
17737.6,0,0,1420.93
17737.6,0,1,1420.93
120015.52,2,0,1236.14
120015.52,2,13,1236.14
120015.52,2,13,1236.14
120015.52,2,13,1236.14
120015.52,2,13,1236.14
42619.92,1,0,124.55
42619.92,1,20,124.55
42619.92,1,20,124.55
42619.92,1,20,124.55
42619.92,1,21,124.55
14901.88,1,0,932.33
14901.88,1,17,932.33
14901.88,1,0,932.33
14901.88,1,20,932.33
14901.88,1,17,932.33
20921.76,2,20,453.11
20921.76,2,17,453.11
20921.76,2,0,453.11
20921.76,2,20,453.11
20921.76,2,20,453.11
74288.45999999999,0,16,1378.2
74288.45999999999,0,18,1378.2
152104.68,1,6,370.63
152104.68,1,6,370.63
152104.68,1,6,370.63
152104.68,1,6,370.63
152104.68,1,6,370.63
30403.95,0,12,1306.93
30403.95,0,15,1306.93
30403.95,0,15,1306.93
30403.95,0,15,1306.93
69212.0,4,17,1094.93
69212.0,4,17,1094.93
69212.0,4,20,1094.93
69212.0,4,23,1094.93
60396.26,2,22,633.75
60396.26,2,19,633.75
60396.26,2,19,633.75
60396.26,2,19,633.75
170730.6,0,4,327.43
170730.6,0,4,327.43
170730.6,0,6,327.43
170730.6,0,4,327.43
170730.6,0,4,327.43
112282.4,0,0,1113.98
112282.4,0,14,1113.98
112282.4,0,14,1113.98
112282.4,0,13,1113.98
112282.4,0,12,1113.98
40363.74,4,13,1141.15
40363.74,4,16,1141.15
40363.74,4,19,1141.15
40363.74,4,18,1141.15
18063.71,5,19,1184.37
18063.71,5,19,1184.37
18063.71,5,19,1184.37
18063.71,5,19,1184.37
18063.71,5,21,1184.37
15628.59,2,6,883.38
15628.59,2,6,883.38
15628.59,2,6,883.38
15628.59,2,6,883.38
17807.935,3,16,378.11
17807.935,3,13,378.11
17807.935,3,16,378.11
22116.855,4,6,100.56
22116.855,4,4,100.56
22116.855,4,9,100.56
22116.855,4,6,100.56
16245.125,0,1,744.47
16245.125,0,2,744.47
16245.125,0,2,744.47
16245.125,0,0,744.47
16245.125,0,2,744.47
16245.125,0,2,744.47
35325.29,3,12,1037.07
35325.29,3,12,1037.07
35325.29,3,12,1037.07
35325.29,3,0,1037.07
35325.29,3,13,1037.07
9603.845,1,10,1451.72
9603.845,1,7,1451.72
9603.845,1,10,1451.72
9603.845,1,12,1451.72
35916.15,2,15,1426.14
35916.15,2,15,1426.14
35916.15,2,15,1426.14
35916.15,2,12,1426.14
22144.945,4,1,586.19
22144.945,4,1,586.19
22144.945,4,2,586.19
22181.4,3,8,1479.62
22181.4,3,11,1479.62
22181.4,3,8,1479.62
22181.4,3,8,1479.62
22181.4,3,8,1479.62
62848.83,0,14,1242.93
62848.83,0,14,1242.93
62848.83,0,14,1242.93
62848.83,0,14,1242.93
24821.36,0,0,298.88
24821.36,0,20,298.88
24821.36,0,20,298.88
24821.36,0,20,298.88
28824.58,4,12,1028.85
28824.58,4,10,1028.85
28824.58,4,12,1028.85
23917742.0,4,12,1028.85
28824.58,4,12,1028.85
28824.58,4,0,1028.85
19029.31,2,20,544.97
19029.31,2,18,544.97
19029.31,2,0,544.97
30616.07,0,2,1244.22
30616.07,0,2,1244.22
30616.07,0,2,1244.22
86992.68000000001,3,17,982.81
86992.68000000001,3,20,982.81
86992.68000000001,3,21,982.81
86992.68000000001,3,20,982.81
34774.65,5,13,887.48
34774.65,5,13,887.48
34774.65,5,13,887.48
34774.65,5,13,887.48
34774.65,5,13,887.48
17147.215,0,1,5.8
17147.215,0,1,5.8
17147.215,0,1,5.8
1734922.0,0,2,5.8
17147.215,0,1,5.8
31655.9,2,5,1344.3
31655.9,2,3,1344.3
16242.68,2,16,1382.53
111346.92,1,1,1044.35
15333.865,2,17,630.24
15333.865,2,18,630.24
15333.865,2,14,630.24
15333.865,2,19,630.24
42951.62,4,7,1077.34
42951.62,4,7,1077.34
42951.62,4,7,1077.34
42951.62,4,7,1077.34
42951.62,4,7,1077.34
12768.94,1,11,487.17
12768.94,1,8,487.17
12768.94,1,9,487.17
12768.94,1,8,487.17
12768.94,1,8,487.17
71535.38,2,18,1349.87
71535.38,2,18,1349.87
71535.38,2,18,1349.87
71535.38,2,18,1349.87
73436.06999999999,1,8,45.5
73436.06999999999,1,8,45.5
73436.06999999999,1,6,45.5
73436.06999999999,1,8,45.5
73436.06999999999,1,6,45.5
10078.315,3,16,642.57
10078.315,3,16,642.57
10078.315,3,13,642.57
10078.315,3,16,642.57
40608.96,3,4,1420.76
40608.96,3,2,1420.76
40608.96,3,2,1420.76
40608.96,3,0,1420.76
40608.96,3,0,1420.76
40608.96,3,2,1420.76
32875.17,2,2,122.69
32875.17,2,2,122.69
32875.17,2,2,122.69
32875.17,2,2,122.69
32875.17,2,4,122.69
32875.17,2,0,122.69
32875.17,2,0,122.69
38192.94,2,9,976.28
38192.94,2,9,976.28
30012.83,1,8,1478.4
30012.83,1,8,1478.4
30012.83,1,8,1478.4
30012.83,1,8,1478.4
30012.83,1,8,1478.4
30012.83,1,8,1478.4
163083.08,1,4,799.18
163083.08,1,0,799.18
163083.08,1,3,799.18
163083.08,1,1,799.18
86776.59,3,11,638.99
86776.59,3,10,638.99
86776.59,3,13,638.99
86776.59,3,0,638.99
22077.27,2,12,918.22
22077.27,2,12,918.22
22077.27,2,10,918.22
22077.27,2,10,918.22
22077.27,2,10,918.22
22077.27,2,10,918.22
66287.28,0,12,748.48
66287.28,0,0,748.48
66287.28,0,10,748.48
28276.72,4,0,123.73
28276.72,4,9,123.73
28276.72,4,9,123.73
11465.92,0,8,1422.93
11465.92,0,8,1422.93
11465.92,0,6,1422.93
30393.47,1,13,648.66
30393.47,1,13,648.66
30393.47,1,13,648.66
30393.47,1,15,648.66
30393.47,1,13,648.66
110018.94,0,1,430.64
110018.94,0,0,430.64
110018.94,0,1,430.64
110018.94,0,1,430.64
16144.57,5,19,1496.51
16144.57,5,22,1496.51
16144.57,5,0,1496.51
11967.245,3,6,1301.16
11967.245,3,8,1301.16
11967.245,3,8,1301.16
11967.245,3,8,1301.16
11967.245,3,7,1301.16
27577.45,3,0,1465.9
27577.45,3,12,1465.9
27577.45,3,0,1465.9
27577.45,3,12,1465.9
27577.45,3,9,1465.9
27577.45,3,12,1465.9
15904.85,4,1,1377.16
15904.85,4,1,1377.16
15904.85,4,2,1377.16
15904.85,4,0,1377.16
19457.5,1,17,198.06
19457.5,1,17,198.06
19457.5,1,19,198.06
19457.5,1,15,198.06
19457.5,1,17,198.06
177560.68,0,3,376.64
177560.68,0,3,376.64
177560.68,0,3,376.64
177560.68,0,3,376.64
177560.68,0,5,376.64
20497.26,2,14,963.25
20497.26,2,14,963.25
20497.26,2,14,963.25
40646.19,0,7,534.4
40646.19,0,8,534.4
40646.19,0,5,534.4
40646.19,0,5,534.4
32653.78,5,21,1029.97
32653.78,5,19,1029.97
32653.78,5,19,1029.97
32653.78,5,19,1029.97
32653.78,5,0,1029.97
17433.615,2,6,1037.05
17433.615,2,0,1037.05
17433.615,2,3,1037.05
17433.615,2,6,1037.05
17433.615,2,0,1037.05
112383.56,0,1096,1271.36
112383.56,0,11,1271.36
112383.56,0,11,1271.36
112383.56,0,14,1271.36
19852.64,2,11,1355.63
19852.64,2,0,1355.63
19852.64,2,11,1355.63
19852.64,2,8,1355.63
19852.64,2,11,1355.63
19852.64,2,11,1355.63
19852.64,2,11,1355.63
10277.19,5,6,1333.97
94034.8,1,8,775.83
94034.8,1,8,775.83
94034.8,1,0,775.83
94034.8,1,6,775.83
31237.94,3,1735,1179.2
31237.94,3,11,1179.2
31237.94,3,9,1179.2
31237.94,3,9,1179.2
61876.14,4,20,1282.29
61876.14,4,20,1282.29
61876.14,4,17,1282.29
61876.14,4,19,1282.29
61876.14,4,21,1282.29
61876.14,4,23,1282.29
147781.64,0,5,484.81
147781.64,0,4,484.81
82316.18,3,12,42.98
82316.18,3,9,42.98
82316.18,3,15,42.98
82316.18,3,12,42.98
82316.18,3,12,42.98
141474.2,0,11,364.38
141474.2,0,11,364.38
141474.2,0,11,364.38
141474.2,0,11,364.38
141474.2,0,0,364.38
134630.91,0,2,647.77
15173081.0,0,2,647.77
134630.91,0,0,647.77
134630.91,0,2,647.77
43967.59,4,14,69.61
43967.59,4,12,69.61
43967.59,4,14,69.61
43967.59,4,11,69.61
43967.59,4,11,69.61
43967.59,4,0,69.61
108968.85,0,0,407.44
108968.85,0,2,407.44
108968.85,0,3,407.44
108968.85,0,2,407.44
108968.85,0,1,407.44
39831.1,1,12,1.2
39831.1,1,0,1.2
39831.1,1,12,1.2
39831.1,1,12,1.2
39831.1,1,12,1.2
14696.765,3,6,531.86
14696.765,3,6,531.86
14696.765,3,6,531.86
14696.765,3,7,531.86
14696.765,3,7,531.86
14696.765,3,0,531.86
12349.37,1,0,896.92
12349.37,1,0,896.92
12349.37,1,17,896.92
12349.37,1,15,896.92
12044.89,0,17,747.26
12044.89,0,18,747.26
12044.89,0,17,747.26
12044.89,0,20,747.26
104088.51,3,14,515.63
104088.51,3,12,515.63
104088.51,3,11,515.63
104088.51,3,11,515.63
104088.51,3,11,515.63
104088.51,3,11,515.63
37424.09,2,6,509.45
37424.09,2,6,509.45
37424.09,2,3,509.45
37424.09,2,5,509.45
37424.09,2,5,509.45
20737.17,0,6,1399.23
20737.17,0,6,1399.23
20737.17,0,6,1399.23
20737.17,0,6,1399.23
20737.17,0,6,1399.23
13931994.0,1,15,197.92
32967.94,1,18,197.92
32967.94,1,13,197.92
32967.94,1,16,197.92
49329.78,1,14,1022.77
49329.78,1,14,1022.77
49329.78,1,12,1022.77
58048.82,2,5,1020.94
58048.82,2,5,1020.94
58048.82,2,0,1020.94
58048.82,2,5,1020.94
139294.4,0,0,499.06
139294.4,0,0,499.06
139294.4,0,3,499.06
139294.4,0,3,499.06
30683.42,2,9,7.24
30683.42,2,9,7.24
41351.46,0,0,727.13
41351.46,0,10,727.13
41351.46,0,0,727.13
41351.46,0,13,727.13
8283.985,5,10,1225.06
8283.985,5,9,1225.06
8283.985,5,9,1225.06
8283.985,5,10,1225.06
8283.985,5,9,1225.06
8283.985,5,9,1225.06
30635.83,4,13,349.58
30635.83,4,10,349.58
30635.83,4,13,349.58
30635.83,4,14,349.58
50155.56,2,19,122.73
50155.56,2,22,122.73
50155.56,2,20,122.73
17421.64,4,0,1442.1
17421.64,4,12,1442.1
17421.64,4,12,1442.1
37262.12,3,12,311.34
37262.12,3,12,311.34
37262.12,3,12,311.34
37262.12,3,2552,311.34
37262.12,3,14,311.34
37262.12,3,15,311.34
37262.12,3,12,311.34
20817.395,3,11,1034.51
20817.395,3,0,1034.51
20817.395,3,11,1034.51
20817.395,3,11,1034.51
20817.395,3,11,1034.51
24954.36,0,16,1410.8
24954.36,0,16,1410.8
24954.36,0,16,1410.8
24954.36,0,14,1410.8
62538.3,3,3,1375.7
62538.3,3,6,1375.7
62538.3,3,6,1375.7
62538.3,3,6,1375.7
62538.3,3,6,1375.7
62538.3,3,6,1375.7
102287.79,1,21,1156.79
102287.79,1,20,1156.79
102287.79,1,20,1156.79
10311.095,0,11,1024.56
10311.095,0,10,1024.56
10311.095,0,11,1024.56
10311.095,0,11,1024.56
10311.095,0,11,1024.56
43138.55,1,0,553.12
43138.55,1,2,553.12
43138.55,1,5,553.12
43138.55,1,5,553.12
11040265.0,1,4,553.12
69907.3,2,1,851.24
69907.3,2,1,851.24
69907.3,2,0,851.24
69907.3,2,1,851.24
8898.785,8,17,1292.14
8898.785,8,15,1292.14
17573.035,4,5,429.5
17573.035,4,5,429.5
17573.035,4,5,429.5
17573.035,4,5,429.5
17573.035,4,4,429.5
34977.92,4,0,992.64
34977.92,4,14,992.64
34977.92,4,14,992.64
34977.92,4,16,992.64
34977.92,4,14,992.64
28741.71,2,3,993.17
28741.71,2,3,993.17
28741.71,2,3,993.17
28741.71,2,3,993.17
28741.71,2,3,993.17
32303.73,3,3754,1232.34
32303.73,3,2,1232.34
32303.73,3,4,1232.34
32303.73,3,1,1232.34
32303.73,3,1,1232.34
20415.41,3,12,245.91
20415.41,3,12,245.91
20415.41,3,12,245.91
20415.41,3,12,245.91
45013.44,0,15,1378.25
45013.44,0,12,1378.25
45013.44,0,13,1378.25
7887437.0,0,0,1378.25
45013.44,0,14,1378.25
45013.44,0,15,1378.25
132427.86000000002,2,2,1331.57
132427.86000000002,2,5,1331.57
132427.86000000002,2,3,1331.57
132427.86000000002,2,1,1331.57
35491.29,3,8,359.63
35491.29,3,0,359.63
35491.29,3,11,359.63
35491.29,3,10,359.63
35491.29,3,11,359.63
35491.29,3,12,359.63
12249.125,4,17,1367.83
12249.125,4,0,1367.83
12249.125,4,17,1367.83
12249.125,4,17,1367.83
12249.125,4,15,1367.83
20202.22,3,13,197.54
20202.22,3,0,197.54
20202.22,3,16,197.54
20202.22,3,17,197.54
20202.22,3,14,197.54
20202.22,3,15,197.54
13990.925,6,9,1313.3
13990.925,6,8,1313.3
13990.925,6,8,1313.3
13990.925,6,0,1313.3
13990.925,6,8,1313.3
13990.925,6,7,1313.3
55336.94,1,12,1170.84
55336.94,1,14,1170.84
55336.94,1,14,1170.84
55336.94,1,14,1170.84
55336.94,1,17,1170.84
32340.83,3,9,1455.41
32340.83,3,0,1455.41
32340.83,3,0,1455.41
32340.83,3,9,1455.41
32340.83,3,9,1455.41
32340.83,3,9,1455.41
20048.23,4,6,224.98
20048.23,4,4,224.98
20048.23,4,7,224.98
20048.23,4,7,224.98
20048.23,4,7,224.98
20048.23,4,7,224.98
14422.22,2,24,1325.68
14422.22,2,24,1325.68
14422.22,2,23,1325.68
